mission_run_id,command,llm_call_id,llm_step_index,speed_magnitude_score,climb_consistency_score,disp_vs_velocity_score,disp_vs_groundspeed_score,vert_disp_score,heading_score,yaw_score,roll_score,pitch_score,vxy_speed_mps,reported_groundspeed_mps,actual_disp_m,actual_climb_m,vz_mps,vfr_climb_mps,travel_dir_deg,reported_heading_deg,yaw_deg,roll_rad,pitch_rad
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,af84f2cd-ce97-4aff-a698-76299d569c7f,2,0.9593221986678602,,0.9760872040839792,0.9964261047500491,,0.6090623855408366,0.9999668622886475,,,10.06864439733572,10.15,5.082147790499902,,,,293.40780734933765,311.0,311.00149119701086,,
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,af84f2cd-ce97-4aff-a698-76299d569c7f,3,0.9593221986678602,,0.9760878631562298,0.9964267638222997,,0.6090623855408366,0.9999668622886475,,,10.06864439733572,10.15,5.082146472355401,,,,293.40780734933765,311.0,311.00149119701086,,
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,af84f2cd-ce97-4aff-a698-76299d569c7f,4,0.9593221986678602,,0.9760885224985554,0.9964274231646253,,0.6090623855408366,0.9999668622886475,,,10.06864439733572,10.15,5.08214515367075,,,,293.40780734933765,311.0,311.00149119701086,,
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,2691f313-4605-4890-8b4d-7b17a81d1f7e,0,0.9922350044488581,1.0,0.9638815910059604,0.9677640887815313,,0.9984760071812135,0.9999668622886475,1.0,1.0,10.165529991102284,10.15,5.010528177563063,,0.0,0.0,310.9314203231546,311.0,311.00149119701086,0.0,0.0
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,2691f313-4605-4890-8b4d-7b17a81d1f7e,1,0.9945693359298211,1.0,0.9585269414446911,0.9558116094096016,1.0,0.9988819829218477,0.9999668622886475,1.0,1.0,9.810861328140358,9.8,4.988376781180797,0.0,0.0,0.0,310.94968923148315,311.0,311.00149119701086,0.0,0.0
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,2691f313-4605-4890-8b4d-7b17a81d1f7e,2,0.9936884038154101,1.0,0.8618119085966307,0.8586561105043358,1.0,0.9998506199747491,0.9999668622886475,1.0,1.0,9.51262319236918,9.5,5.0326877789913285,0.0,0.0,0.0,310.9932778988637,311.0,311.00149119701086,0.0,0.0
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,2691f313-4605-4890-8b4d-7b17a81d1f7e,3,0.9955863565487508,1.0,0.8260541396813252,0.8238473179557007,1.0,0.9978884372982267,0.9999668622886475,1.0,1.0,9.208827286902498,9.2,4.952305364088598,0.0,0.0,0.0,310.9049796784202,311.0,311.00149119701086,0.0,0.0
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,2691f313-4605-4890-8b4d-7b17a81d1f7e,4,0.9986113253796889,1.0,0.7585519638855418,0.7578576265753862,1.0,0.998809905959302,0.9999668622886475,1.0,1.0,9.002777349240622,9.0,4.9842847468492275,0.0,0.0,0.0,310.9464457681686,311.0,311.00149119701086,0.0,0.0
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,b9a59a27-7acc-4789-ba5f-0e67008425b5,0,0.9986113253796889,1.0,0.9948344743768534,0.9955288116870089,1.0,0.998809905959302,0.9999668622886475,1.0,1.0,9.002777349240622,9.0,4.491057623374018,0.0,0.0,0.0,310.9464457681686,311.0,311.00149119701086,0.0,0.0
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,b9a59a27-7acc-4789-ba5f-0e67008425b5,1,0.9986113253796889,1.0,0.9948338324946642,0.9955281698048197,1.0,0.998809905959302,0.9999668622886475,1.0,1.0,9.002777349240622,9.0,4.4910563396096395,0.0,0.0,0.0,310.9464457681686,311.0,311.00149119701086,0.0,0.0
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,b9a59a27-7acc-4789-ba5f-0e67008425b5,2,0.9986113253796889,1.0,0.9948331905620362,0.9955275278721918,1.0,0.998809905959302,0.9999668622886475,1.0,1.0,9.002777349240622,9.0,4.491055055744384,0.0,0.0,0.0,310.9464457681686,311.0,311.00149119701086,0.0,0.0
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,b9a59a27-7acc-4789-ba5f-0e67008425b5,3,0.9986113253796889,1.0,0.9948325488391432,0.9955268861492987,1.0,0.998809905959302,0.9999668622886475,1.0,1.0,9.002777349240622,9.0,4.4910537722985975,0.0,0.0,0.0,310.9464457681686,311.0,311.00149119701086,0.0,0.0
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,b9a59a27-7acc-4789-ba5f-0e67008425b5,4,0.9986113253796889,1.0,0.9948319066963798,0.9955262440065353,1.0,0.998809905959302,0.9999668622886475,1.0,1.0,9.002777349240622,9.0,4.491052488013071,0.0,0.0,0.0,310.9464457681686,311.0,311.00149119701086,0.0,0.0
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,5accd624-909d-4b99-a455-2d4a501f266d,0,0.9979515032385331,1.0,0.9789346362344151,0.9799588846151486,1.0,0.9935419990524768,0.9957903247905847,1.0,1.0,8.845903006477066,8.85,4.465082230769703,0.0,0.0,0.0,317.29061004263855,317.0,317.1894353844237,0.0,0.0
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,5accd624-909d-4b99-a455-2d4a501f266d,1,1.0,1.0,0.9837939282250185,0.9837939282250185,1.0,0.9526643921298678,0.9993721641822162,1.0,1.0,9.0,9.0,4.467587856450037,0.0,0.0,0.0,323.13010235415595,321.0,321.02825261180027,0.0,0.0
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,5accd624-909d-4b99-a455-2d4a501f266d,2,0.9956542267114648,1.0,0.9709430522762319,0.9731159389204995,1.0,0.9640076605298861,0.9998303745226546,1.0,1.0,9.20869154657707,9.2,4.546231877840999,0.0,0.0,0.0,325.61965527615513,324.0,324.00763314648054,0.0,0.0
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,5accd624-909d-4b99-a455-2d4a501f266d,3,0.9974939287601883,1.0,0.9901734741132846,0.9889204384933787,1.0,0.9702425049260847,0.9977420860091608,1.0,1.0,9.264987857520376,9.27,4.612840876986757,0.0,0.0,0.0,327.3390872783262,326.0,325.89839387041224,0.0,0.0
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,5accd624-909d-4b99-a455-2d4a501f266d,4,0.9981178986768393,1.0,0.9777733108648965,0.9768322602033161,1.0,0.9735419841731805,0.9958916965027015,1.0,1.0,9.29623579735368,9.3,4.603664520406633,0.0,0.0,0.0,328.1906107122069,327.0,326.81512634262157,0.0,0.0
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,cd99fce1-6b3a-43c3-928b-1c342bbe9545,0,0.98852442766814,1.0,0.9990397780358271,0.9952224357982429,1.0,0.0,0.98686009983273,1.0,1.0,9.30295114466372,9.28,4.649555128403514,0.0,0.0,0.0,123.02386755579664,328.0,328.59129550752715,0.0,0.0
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,cd99fce1-6b3a-43c3-928b-1c342bbe9545,1,0.98852442766814,1.0,0.9990393156679382,0.9952228981661317,1.0,0.0,0.98686009983273,1.0,1.0,9.30295114466372,9.28,4.649554203667736,0.0,0.0,0.0,123.02386755579664,328.0,328.59129550752715,0.0,0.0
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,cd99fce1-6b3a-43c3-928b-1c342bbe9545,2,0.98852442766814,1.0,0.9990388537038242,0.9952233601302458,1.0,0.0,0.98686009983273,1.0,1.0,9.30295114466372,9.28,4.649553279739508,0.0,0.0,0.0,123.02386755579664,328.0,328.59129550752715,0.0,0.0
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,cd99fce1-6b3a-43c3-928b-1c342bbe9545,3,0.98852442766814,1.0,0.9990383910417595,0.9952238227923105,1.0,0.0,0.98686009983273,1.0,1.0,9.30295114466372,9.28,4.649552354415379,0.0,0.0,0.0,123.02386755579664,328.0,328.59129550752715,0.0,0.0
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,cd99fce1-6b3a-43c3-928b-1c342bbe9545,4,0.98852442766814,1.0,0.9990379290044014,0.9952242848296686,1.0,0.0,0.98686009983273,1.0,1.0,9.30295114466372,9.28,4.649551430340662,0.0,0.0,0.0,123.02386755579664,328.0,328.59129550752715,0.0,0.0
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,0ebea581-1efe-493e-9ddf-82f9866e63e5,0,0.98852442766814,1.0,0.0,0.0,1.0,0.0,0.98686009983273,1.0,1.0,9.30295114466372,9.28,0.0,0.0,0.0,0.0,123.02386755579664,328.0,328.59129550752715,0.0,0.0
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,0ebea581-1efe-493e-9ddf-82f9866e63e5,1,0.8842660388622914,1.0,0.0,0.0,1.0,0.8283087990522618,0.999134265175183,1.0,1.0,9.231467922275417,9.0,6.653645954597602,0.0,0.0,0.0,320.2738959573518,328.0,327.96104193288323,0.0,0.0
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,0ebea581-1efe-493e-9ddf-82f9866e63e5,2,0.8546727290545961,1.0,0.0,0.0,1.0,0.8301294453967822,0.999134265175183,1.0,1.0,9.090654541890808,8.8,6.65364360756444,0.0,0.0,0.0,320.3558250428552,328.0,327.96104193288323,0.0,0.0
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,0ebea581-1efe-493e-9ddf-82f9866e63e5,3,0.7750698329471106,1.0,0.0,0.0,1.0,0.8320073784667885,0.999134265175183,1.0,1.0,8.949860334105779,8.5,6.653641261922841,0.0,0.0,0.0,320.4403320310055,328.0,327.96104193288323,0.0,0.0
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,0ebea581-1efe-493e-9ddf-82f9866e63e5,4,0.6954568908909513,1.0,0.0,0.0,1.0,0.8339453367034707,0.999134265175183,1.0,1.0,8.809086218218097,8.2,6.653638915584697,0.0,0.0,0.0,320.5275401516562,328.0,327.96104193288323,0.0,0.0
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,d2b795c0-b266-4e67-a1c5-ab0c391dd04e,0,0.9998751620466728,1.0,0.0,0.0,1.0,0.9956793576058935,1.0,1.0,1.0,7.810249675906654,7.81,0.3945794120188546,0.0,0.0,0.0,320.1944289077348,320.0,320.0,0.0,0.0
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,d2b795c0-b266-4e67-a1c5-ab0c391dd04e,1,0.9950344565370983,1.0,0.0,0.0,1.0,0.9993275717357847,1.0,1.0,1.0,6.529931086925803,6.52,0.3006495327827817,0.0,0.0,0.0,319.9697407281103,320.0,320.0,0.0,0.0
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,d2b795c0-b266-4e67-a1c5-ab0c391dd04e,2,0.9998861143232216,1.0,0.0,0.0,1.0,0.9866378967776781,0.9923751502458117,1.0,1.0,4.6097722286464435,4.61,0.20141026492645112,0.0,0.0,0.0,319.3987053549955,320.0,319.6568817610615,0.0,0.0
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,d2b795c0-b266-4e67-a1c5-ab0c391dd04e,3,0.9979670385730992,1.0,0.5137365161131984,0.5147529968266488,1.0,0.5955868774744848,0.9825622654063384,1.0,1.0,2.1540659228538015,2.15,0.10450599365329753,0.0,0.0,0.0,338.1985905136482,320.0,319.2153019432852,0.0,0.0
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,d2b795c0-b266-4e67-a1c5-ab0c391dd04e,4,0.9994305849579052,1.0,0.6389123491765357,0.6391970566975831,1.0,0.5207766405093783,0.9825622654063384,1.0,1.0,1.5811388300841898,1.58,0.06839411339516631,0.0,0.0,0.0,341.565051177078,320.0,319.2153019432852,0.0,0.0
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,a6588fcd-ae1e-403a-b372-65c7fa02ba46,0,0.9989456345095804,0.98,0.9446677781461199,0.9451949608913297,0.99,0.9988908084225007,1.0,1.0,1.0,1.3978912690191607,1.4,0.8096100782173405,-0.01,-0.02,-0.02,329.95008637901253,330.0,330.0,0.0,-0.01
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,a6588fcd-ae1e-403a-b372-65c7fa02ba46,1,0.9989592359914347,0.98,0.8957153441096064,0.8951949621053237,0.99,0.9987196573710435,1.0,1.0,1.0,1.2020815280171306,1.2,0.8096100757893525,-0.01,-0.02,-0.02,340.05761541830304,340.0,340.0,0.0,-0.01
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,a6588fcd-ae1e-403a-b372-65c7fa02ba46,2,0.9977550398460926,0.98,0.8463174434161589,0.8451949633392053,0.99,0.9943031397119373,0.9999999999999988,1.0,1.0,1.0044899203078148,1.0,0.8096100733215895,-0.01,-0.02,-0.02,350.2563587129628,350.0,349.99999999999994,0.0,-0.01
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,a6588fcd-ae1e-403a-b372-65c7fa02ba46,3,0.9999687512206077,0.98,0.7952105889428954,0.7951949645531993,0.99,0.9936924432326755,0.9999999999999988,1.0,1.0,0.8000624975587846,0.8,0.8096100708936014,-0.01,-0.02,-0.02,359.2838400545296,359.0,358.99999999999994,0.0,-0.01
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,a6588fcd-ae1e-403a-b372-65c7fa02ba46,4,0.9995012437887911,0.98,0.486986141651352,0.4867367635457476,0.9975,0.9842090413888969,0.9999999999991865,1.0,1.0,0.2009975124224178,0.2,1.126526472908505,0.015,-0.02,-0.02,354.28940686250036,355.0,354.9999999999634,0.0,-0.01
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,a6f65f3d-4f2f-479d-b89a-82fd4d31c2d6,0,0.9979309367425445,0.995,0.9977931318615826,0.9988276634903104,0.9975,0.9880516046227916,1.0,1.0,1.0,0.30413812651491096,0.3,0.14765532698062064,0.0,-0.01,0.0,9.462322208025626,10.0,9.999999999999996,0.0,0.0
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,a6f65f3d-4f2f-479d-b89a-82fd4d31c2d6,1,0.9986966023089178,,0.9960622402290409,0.9967139390745821,,0.9961439993412367,1.0,,,0.49739320461783554,0.5,0.2565721218508359,,-0.01,,30.17352002964435,30.0,29.999999999999996,,
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,a6f65f3d-4f2f-479d-b89a-82fd4d31c2d6,2,0.9975550276376843,,0.9983799307934322,0.99960241697459,,0.9977296610587069,1.0,,,0.7951100552753688,0.8,0.40079516605082005,,-0.01,,50.10216525235819,50.0,50.0,,
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,a6f65f3d-4f2f-479d-b89a-82fd4d31c2d6,3,0.999799959983992,,0.9985706765405007,0.9986706965485048,,0.9974481136412325,1.0,,,0.9995999199679839,1.0,0.5026586069029905,,-0.01,,70.11483488614454,70.0,70.0,,
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,a6f65f3d-4f2f-479d-b89a-82fd4d31c2d6,4,0.9979202710603853,,0.998693007230925,0.9976531427611176,,0.994747593127248,1.0,,,1.2041594578792294,1.2,0.6046937144777648,,-0.01,,85.23635830927384,85.0,85.0,,
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,957f4f43-0986-4316-973a-63cb313daf93,0,0.9974332771899882,0.995,0.0,0.0,,0.9977576100841727,1.0,1.0,1.0,1.4051334456200235,1.4,29.630790111932633,,-0.01,0.0,85.10090754621223,85.0,85.0,0.0,0.01
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,957f4f43-0986-4316-973a-63cb313daf93,1,0.9964514401538787,0.995,0.0,0.0,0.9975,0.9982309364441209,1.0,1.0,1.0,1.8070971196922427,1.8,29.6307656806208,0.0,-0.01,0.0,84.92039213998544,85.0,85.0,0.0,0.01
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,957f4f43-0986-4316-973a-63cb313daf93,2,0.9959053482603948,0.995,0.0,0.0,0.9975,0.9985783135574214,1.0,1.0,1.0,2.2081893034792106,2.2,29.630741249557087,0.0,-0.01,0.0,85.06397588991604,85.0,85.0,0.0,0.01
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,957f4f43-0986-4316-973a-63cb313daf93,3,0.9999038497095687,0.995,0.0,0.0,0.9975,0.9983393249298325,1.0,1.0,1.0,2.6001923005808627,2.6,29.63071681821136,0.0,-0.01,0.0,84.92526962184246,85.0,85.0,0.0,0.01
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,957f4f43-0986-4316-973a-63cb313daf93,4,0.9993584705200245,0.995,0.0,0.0,0.9975,0.9993275717357847,1.0,1.0,1.0,3.001283058959951,3.0,29.630692386981952,0.0,-0.01,0.0,85.03025927188969,85.0,85.0,0.0,0.0
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,cbefead4-4e9a-4edf-86bf-0a1b547308a7,0,0.99984999099892,0.995,0.8002169064673275,0.8001419019667875,0.9975,0.9989074118314926,1.0,1.0,1.0,2.49969998199784,2.5,0.8502838039335748,0.0,-0.01,0.0,84.95083353241716,85.0,85.0,0.0,0.0
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,cbefead4-4e9a-4edf-86bf-0a1b547308a7,1,0.998624053385457,0.995,0.8385630224657682,0.8378750491584968,0.9975,0.9973946569740684,,,,1.997248106770914,2.0,0.6757500983169934,0.0,-0.01,0.0,85.11724043616692,85.0,,,
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,cbefead4-4e9a-4edf-86bf-0a1b547308a7,2,0.9978301946297702,0.995,0.8804238567281819,0.879338954043067,0.9975,0.9996963060274551,,,,1.4956603892595404,1.5,0.508677908086134,0.0,-0.01,0.0,85.01366622876452,85.0,,,
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,cbefead4-4e9a-4edf-86bf-0a1b547308a7,3,0.9979790841010705,0.995,0.9197925230976338,0.9208029810470986,0.9975,0.9968274542692396,,,,1.004041831797859,1.0,0.34160596209419714,0.0,-0.01,0.0,84.85723544211578,85.0,,,
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,cbefead4-4e9a-4edf-86bf-0a1b547308a7,4,0.9992012759203109,0.995,0.9618681097160434,0.962267471755888,0.9975,0.990531583553353,,,,0.5015974481593781,0.5,0.17453494351177595,0.0,-0.01,0.0,85.42607874009911,85.0,,,
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,c3eafe78-095c-4a74-9ae4-ce39a831bc39,0,0.9992012759203109,0.995,0.8746006379601554,0.875,0.9975,0.990531583553353,1.0,1.0,1.0,0.5015974481593781,0.5,0.0,0.0,-0.01,0.0,85.42607874009911,85.0,85.0,0.0,0.0
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,c3eafe78-095c-4a74-9ae4-ce39a831bc39,1,0.9924729106711032,1.0,0.0,0.0,1.0,0.9962017002235471,0.9999999999999899,1.0,1.0,1.6150541786577937,1.6,134.40744823156763,0.0,0.0,0.0,97.82907651005962,98.0,97.99999999999956,0.0,0.0
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,c3eafe78-095c-4a74-9ae4-ce39a831bc39,2,1.0,1.0,,,,,,,,0.0,0.0,,,0.0,0.0,,98.0,,,
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,c3eafe78-095c-4a74-9ae4-ce39a831bc39,3,,,,,,,,,,,0.0,,,,0.0,,98.0,,,
mission_20260521_202827,MAV_CMD_NAV_WAYPOINT,c3eafe78-095c-4a74-9ae4-ce39a831bc39,4,,,,,,,,,,,0.0,,,,0.0,,98.0,,,
mission_20260521_202827,MAV_CMD_DO_CHANGE_SPEED,48f1f28f-8c20-44b0-a87f-db057047e32f,0,0.9999249943741562,1.0,,,,0.9989097399627882,0.9999999999999899,1.0,1.0,0.9998499887483122,1.0,,,0.0,0.0,98.04906170167453,98.0,97.99999999999956,0.0,0.0
mission_20260521_202827,MAV_CMD_DO_CHANGE_SPEED,48f1f28f-8c20-44b0-a87f-db057047e32f,1,0.9998499887483122,1.0,0.9983478140373526,0.9982728084115087,1.0,0.9989097399627882,0.9999999999999899,1.0,1.0,1.9996999774966244,2.0,0.9965456168230175,0.0,0.0,0.0,98.04906170167453,98.0,97.99999999999956,0.0,0.0
mission_20260521_202827,MAV_CMD_DO_CHANGE_SPEED,48f1f28f-8c20-44b0-a87f-db057047e32f,2,0.9997749831224683,1.0,0.9989864027480978,0.9988738943093319,1.0,0.9989097399627882,0.9999999999999899,1.0,1.0,2.9995499662449365,3.0,1.4977477886186639,0.0,0.0,0.0,98.04906170167453,98.0,97.99999999999956,0.0,0.0
mission_20260521_202827,MAV_CMD_DO_CHANGE_SPEED,48f1f28f-8c20-44b0-a87f-db057047e32f,3,0.9996999774966244,1.0,0.9996311027762808,0.999481091524593,1.0,0.9989097399627882,0.9999999999999899,1.0,1.0,3.999399954993249,4.0,1.998962183049186,0.0,0.0,0.0,98.04906170167453,98.0,97.99999999999956,0.0,0.0
mission_20260521_202827,MAV_CMD_DO_CHANGE_SPEED,48f1f28f-8c20-44b0-a87f-db057047e32f,4,0.9996249718707806,1.0,0.999721737138423,0.9999092512030328,1.0,0.9989097399627882,0.9999999999999899,1.0,1.0,4.999249943741561,5.0,2.5001814975939345,0.0,0.0,0.0,98.04906170167453,98.0,97.99999999999956,0.0,0.0
mission_20260521_202827,MAV_CMD_DO_CHANGE_SPEED,ab2d35e4-6dc6-4d15-9823-1690c7767b48,0,0.9995758123881977,1.0,0.9933705904226062,0.9931584966167051,1.0,0.999265649098681,0.9999999999999899,1.0,1.0,5.009151624776395,5.01,2.49131699323341,0.0,0.0,0.0,98.03304579055936,98.0,97.99999999999956,0.0,0.0
mission_20260521_202827,MAV_CMD_DO_CHANGE_SPEED,ab2d35e4-6dc6-4d15-9823-1690c7767b48,1,0.9995268478340695,,0.9908950681652178,0.9906584920822525,,,,,,5.019053695668139,5.02,2.491316984164505,,0.0,,98.01709307365536,,,,
mission_20260521_202827,MAV_CMD_DO_CHANGE_SPEED,ab2d35e4-6dc6-4d15-9823-1690c7767b48,2,0.9994780770569469,,0.9939532664795154,0.9936923050079889,,,,,,5.028956154113894,5.03,2.502384610015978,,0.0,,98.00120318013819,,,,
mission_20260521_202827,MAV_CMD_DO_CHANGE_SPEED,ab2d35e4-6dc6-4d15-9823-1690c7767b48,3,0.9994294989143873,,0.9914775506229447,0.9911923000801384,,,,,,5.0388589978287746,5.04,2.5023846001602768,,0.0,,97.98537574205994,,,,
mission_20260521_202827,MAV_CMD_DO_CHANGE_SPEED,ab2d35e4-6dc6-4d15-9823-1690c7767b48,4,0.9993811122728675,,0.9945357861827375,0.9942263423191713,,,,,,5.048762224545735,5.05,2.5134526846383425,,0.0,,97.96961039432136,,,,
mission_20260521_202827,MAV_CMD_DO_CHANGE_SPEED,8e5696a6-627e-4cd0-be3f-2a53b5b6199f,0,0.9993811122728675,1.0,0.9897339290312741,0.9900433728948403,,0.9993246754293637,0.9999999999999899,1.0,1.0,5.048762224545735,5.05,2.544913254210319,,0.0,0.0,97.96961039432136,98.0,97.99999999999956,0.0,0.0
mission_20260521_202827,MAV_CMD_DO_CHANGE_SPEED,8e5696a6-627e-4cd0-be3f-2a53b5b6199f,1,0.9993811122728675,1.0,0.9897338555389679,0.9900432994025341,1.0,0.9993246754293637,0.9999999999999899,1.0,1.0,5.048762224545735,5.05,2.5449134011949317,0.0,0.0,0.0,97.96961039432136,98.0,97.99999999999956,0.0,0.0
